Province,Program Stream,Employer,PostalCode,Occupation,Incorporate Status,Approved LMIAs,Approved Positions
British Columbia                                                           ,High Wage          ,Bajaj Enterprises Ltd.,"CHILLIWACK, BC V2R 5E3",60020-Retail and wholesale trade managers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Ball and Son Trucking Ltd.,"Surrey, BC V4P 1M5",73300-Transport truck drivers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Ballagan Construction & Framing Ltd.,"Vancouver, BC V5X 1Y1",72310-Carpenters,Unknown,1,1
British Columbia                                                           ,High Wage          ,BANDRA CAFE WHITE ROCK INC,"SURREY, BC V3X 2B1",60030-Restaurant and food service managers,Unknown,1,1
British Columbia                                                           ,High Wage          ,BANDRA CAFE WHITE ROCK INC,"SURREY, BC V3X 2B1",62020-Food service supervisors,Unknown,1,1
British Columbia                                                           ,High Wage          ,BANDRA CAFE WHITE ROCK INC,"SURREY, BC V3X 2B1",63200-Cooks,Unknown,1,2
British Columbia                                                           ,High Wage          ,Bang On Carpentry & Labour Hire Ltd.,"Port Moody, BC V3H 2H4",72310-Carpenters,Unknown,2,2
British Columbia                                                           ,High Wage          ,Bannister Automotive Group Inc.,"Kelowna, BC V1V 2W5","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,2
British Columbia                                                           ,High Wage          ,Bar Kat Insulation Ltd.,"Sechelt, BC V0N 3A0",72321-Insulators,Unknown,1,1
British Columbia                                                           ,High Wage          ,BARONS LIQUOR STORE LTD.,"Surrey, BC V4N 4C1",60020-Retail and wholesale trade managers,Unknown,1,1
British Columbia                                                           ,High Wage          ,BARRIERE MOTOR INN 1983 LTD.,"BARRIERE, BC V0E 1E0",12200-Accounting technicians and bookkeepers,Unknown,1,1
British Columbia                                                           ,High Wage          ,BARSAL HOLDINGS LTD.,"Salmon Arm, BC V1E 1S9",62020-Food service supervisors,Unknown,1,1
British Columbia                                                           ,High Wage          ,Basant Motors Ltd.,"Surrey, BC V4N 0G1",53110-Photographers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Basil Green Landscaping Ltd.,"Surrey, BC V3W 0Y8","82031-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",Unknown,1,1
British Columbia                                                           ,High Wage          ,Bassi & Sons construction Ltd.,"Abbotsford, BC V2S 1S1",72310-Carpenters,Unknown,1,2
British Columbia                                                           ,High Wage          ,Bassi Sofit and Siding Ltd.,"Surrey, BC V3X 1X5",72310-Carpenters,Unknown,1,1
British Columbia                                                           ,High Wage          ,Bath & Gill Construction Company,"Abbotsford, BC V4X 0A2",75110-Construction trades helpers and labourers,Unknown,1,2
British Columbia                                                           ,High Wage          ,BBONG KOREAN RESTAURANT LTD.,"COQUITLAM, BC V3K 3V8",62200-Chefs,Unknown,1,1
British Columbia                                                           ,High Wage          ,BC Autobody & Paint Shop Ltd.,"Burnaby, BC V5J 4R9","72411-Auto body collision, refinishing and glass technicians and damage repair estimators",Unknown,1,1
British Columbia                                                           ,High Wage          ,BC BOX MFG LTD.,"SURREY, BC V3W 2V7",73401-Printing press operators,Unknown,1,1
British Columbia                                                           ,High Wage          ,BC Building Products Ltd.,"Surrey, BC V3W 0A6","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,1
British Columbia                                                           ,High Wage          ,BC Comfort Air Conditioning Ltd,"Burnaby, BC V5J 5A8",13100-Administrative officers,Unknown,1,1
British Columbia                                                           ,High Wage          ,BC NEW STYLE PAINTING LTD.,"SURREY, BC V3W 1L4",73112-Painters and decorators (except interior decorators),Unknown,1,2
British Columbia                                                           ,High Wage          ,BC Pools and Spas Ltd.,"Squamish, BC V8B 0B5",73200-Residential and commercial installers and servicers,Unknown,1,1
British Columbia                                                           ,High Wage          ,BC1369355,"Surrey, BC V3V 4C9",63210-Hairstylists and barbers,Unknown,1,1
British Columbia                                                           ,High Wage          ,BDS CONSTRUCTIONS LTD,"HOPE, BC V0X 1L0","65312-Janitors, caretakers and heavy-duty cleaners",Unknown,1,3
British Columbia                                                           ,High Wage          ,BDS Group of Companies Capital Corporation,"Hope, BC V0X 1L4",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,High Wage          ,BDS JANITORIAL SERVICES INC.,"Hope, BC V0X 1L4",60040-Managers in customer and personal services,Unknown,1,1
British Columbia                                                           ,High Wage          ,Beautiful U Boutique Ltd,"Mission, BC V2V 1A7","63211-Estheticians, electrologists and related occupations",Unknown,1,3
British Columbia                                                           ,High Wage          ,BEGC Holdings Ltd,"Vancouver, BC V6B 5E7",12200-Accounting technicians and bookkeepers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Benkin Sheet Metal 2008 Ltd,"Port Coquitlam, BC V3C 1S9",72102-Sheet metal workers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Benson Cabinetry & Millwork Ltd.,"Victoria, BC V8M 2A5",72311-Cabinetmakers,Unknown,1,4
British Columbia                                                           ,High Wage          ,Benson Cabinetry & Millwork Ltd.,"Victoria, BC V8M 2A5",73200-Residential and commercial installers and servicers,Unknown,1,6
British Columbia                                                           ,High Wage          ,Best Buy Mattress Country Canada,"Surrey, BC V3W 1S9",72311-Cabinetmakers,Unknown,1,1
British Columbia                                                           ,High Wage          ,BEST DEAL SIDING LTD.,"SURREY, BC V3W 3B7",72310-Carpenters,Unknown,1,2
British Columbia                                                           ,High Wage          ,Best Home Kitchen Cabinets Inc,"Surrey, BC V3S 0L5",72310-Carpenters,Unknown,1,2
British Columbia                                                           ,High Wage          ,Best in the West Commercial Cleaning,"Surrey, BC V3V 1W5",62024-Cleaning supervisors,Unknown,1,1
British Columbia                                                           ,High Wage          ,Best Price Construction Ltd.,"Surrey, BC V3W 9P6",72106-Welders and related machine operators,Unknown,1,1
British Columbia                                                           ,High Wage          ,Best Pro Drywall Ltd.,"Langley, BC V3A 4G3","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1
